ACT composite score,SAT total score,parental level of education,parental income,high school gpa,college gpa,years to graduate
31,1982,high school,35493,3.8,3.3,7
27,1981,some college,35743,3.8,3.5,5
33,2150,high school,61874,4,3.6,6
29,1951,some college,58322,3.7,2.9,8
25,1928,some college,66164,3.5,3.1,7
29,2081,bachelor's degree,77023,3.8,3.2,5
25,1885,some high school,52606,3.3,3.2,4
31,2178,bachelor's degree,72552,4,3.5,6
27,1959,associate's degree,76740,3.5,3.2,5
29,2135,associate's degree,59709,4,3.4,4
32,2188,bachelor's degree,69294,4,3.8,3
34,2186,associate's degree,83364,4,3.7,4
27,1890,some high school,61175,3.4,3.3,4
27,1951,high school,53412,3.6,3.6,3
28,2055,some college,65481,3.9,3.3,4
28,1913,some high school,44339,3.6,3.4,4
26,1809,some college,76085,3.3,3.2,4
27,1862,associate's degree,72695,3.4,3.4,5
28,1856,high school,62384,3.6,3.6,3
33,2212,associate's degree,109120,4,3.9,4
29,1962,associate's degree,77244,3.7,3.5,4
31,2132,master's degree,94518,4,3.9,6
31,2131,associate's degree,79323,4,3.5,4
27,1948,bachelor's degree,90869,3.7,3.7,7
24,1776,some college,88171,3.2,3.5,4
30,2019,associate's degree,79595,3.8,3.4,4
33,2333,associate's degree,106222,4,4,5
31,2223,master's degree,93907,4,3.9,5
29,2075,associate's degree,55847,3.8,3.6,5
29,2097,some high school,39202,3.9,3,7
23,1776,some college,60056,3.2,3.3,7
30,2039,master's degree,81205,4,3.5,6
29,2027,some college,82176,3.9,3.6,4
27,1954,some college,51359,3.6,3.5,3
30,2045,high school,64709,4,3.6,4
27,1877,some high school,53091,3.6,3.2,4
32,2218,bachelor's degree,97409,4,3.5,6
28,1879,some high school,27606,3.5,3.1,7
26,1810,high school,69616,3.3,3.1,5
29,2097,associate's degree,61707,3.9,3.4,4
27,1960,some high school,36395,3.6,3.3,5
26,2028,bachelor's degree,90184,3.7,3.5,4
29,2123,bachelor's degree,95133,4,3.7,4
27,1837,associate's degree,69381,3.4,3.6,4
33,2241,some college,44843,4,3.5,9
29,2040,some college,63261,3.8,3.5,4
30,2096,bachelor's degree,73004,4,3.5,4
33,2158,associate's degree,59316,4,3.8,4
28,2054,some college,45926,3.9,3.2,5
35,2265,associate's degree,77366,4,3.6,4
33,2239,bachelor's degree,86862,4,3.6,4
27,1841,high school,48313,3.2,3.3,5
28,1947,high school,55368,3.6,3.4,4
26,1795,some high school,59610,3.2,3.2,6
24,1834,high school,63918,3.3,3.2,4
27,1911,associate's degree,75865,3.5,3.6,3
25,1707,high school,52389,3.1,3.2,6
31,2053,high school,41219,3.9,3.3,5
25,1742,high school,47103,3.3,3.2,5
27,2013,high school,70462,3.7,3.2,6
28,1953,some high school,50458,3.6,3,5
24,1792,high school,57894,3.1,2.9,5
29,2052,master's degree,85940,3.8,3.4,4
25,1891,some high school,36445,3.5,3.3,5
33,2273,master's degree,80646,4,3.5,5
27,1944,high school,42309,3.7,3.3,5
28,2037,master's degree,76378,3.9,3.3,4
26,1830,some high school,50300,3.4,3.2,4
28,1950,some college,72339,3.6,3.4,7
31,2095,some college,71585,4,3.6,5
30,2145,master's degree,89829,4,3.5,4
27,1886,some high school,20442,3.4,3,5
27,1961,high school,94638,3.7,3.3,6
27,1876,high school,57088,3.4,3.5,3
26,1940,some high school,40307,3.5,3.2,5
27,1852,some high school,37099,3.5,3.2,7
33,2224,associate's degree,104256,4,3.7,5
30,1937,some high school,27601,3.8,3.1,9
30,2108,associate's degree,91254,4,3.4,5
28,1903,high school,36146,3.6,3.2,5
27,1859,some high school,53849,3.2,3.1,4
31,2144,bachelor's degree,70815,4,3.5,8
28,2066,bachelor's degree,78777,3.8,3.4,4
33,2289,master's degree,63584,4,3.8,3
26,1778,some high school,45197,3.4,3.1,6
29,1969,some college,28147,3.8,3.3,5
29,2106,some college,45983,3.9,2.9,7
27,1966,some college,69317,3.6,3.4,6
27,1979,associate's degree,63696,3.5,3.3,4
30,2165,associate's degree,59831,4,3.2,5
31,2137,associate's degree,73186,4,3.7,3
35,2209,some college,57521,4,3.6,4
29,1933,some college,70472,3.8,3.4,5
31,2134,some high school,71853,4,3.8,4
27,1895,associate's degree,82231,3.5,3.6,3
25,1821,high school,61045,3.2,3.1,5
27,2010,bachelor's degree,101142,3.8,3.7,3
27,2109,master's degree,98594,3.8,3.3,6
24,1735,high school,38177,3.1,3.2,5
26,1840,high school,21454,3.4,3.1,6
28,1930,high school,66318,3.5,3.5,4
28,1966,high school,55189,3.8,3.4,7
28,1871,some high school,53650,3.5,3.1,5
28,1997,associate's degree,90885,3.7,3.4,4
30,2077,high school,34093,3.9,3.2,8
22,1718,high school,65649,3,3.4,4
31,2037,some high school,42759,3.9,3.1,6
28,1882,bachelor's degree,63977,3.6,3.1,5
32,2094,high school,50645,4,3.3,4
31,2117,master's degree,87375,4,3.6,5
33,2201,bachelor's degree,92837,4,3.8,5
30,2117,high school,74777,3.9,3.3,5
24,1914,associate's degree,56092,3.5,3,5
26,1826,some high school,57630,3.4,3.3,5
25,1825,some college,48658,3.3,3.1,5
26,1879,some college,72993,3.7,3.4,4
23,1682,some high school,60235,2.9,2.9,5
34,2329,associate's degree,102529,4,3.9,5
25,1789,some college,55449,3.3,3.4,3
33,2164,bachelor's degree,96091,4,3.4,5
27,1803,high school,86072,3.3,3.3,7
30,2167,associate's degree,83523,4,3.5,4
30,1961,some college,69766,3.8,3.6,6
22,1692,some college,61907,3,3.3,3
27,2105,associate's degree,74294,3.9,3.7,6
31,2180,associate's degree,67279,4,3.6,4
31,2175,bachelor's degree,78974,4,3.7,5
28,1811,some high school,49909,3.5,3.1,5
30,2039,associate's degree,66696,3.8,3.4,4
27,1927,master's degree,100258,3.7,3.6,5
27,1866,some college,61592,3.4,3.2,4
33,2157,some high school,32386,4,3.3,5
30,2042,associate's degree,68318,4,3.7,3
26,1907,high school,41932,3.3,2.9,6
32,2153,high school,63349,4,3.5,4
25,1849,some college,75495,3.3,3.4,5
27,1929,bachelor's degree,76756,3.5,3.3,8
27,2054,associate's degree,76464,3.7,3.6,5
33,2154,high school,60304,4,3.2,5
27,1976,some college,87953,3.8,3.8,3
29,1967,high school,82908,3.6,3.7,3
29,2038,bachelor's degree,66024,3.8,3.4,4
28,2059,associate's degree,87804,3.8,3.6,4
26,1829,high school,69840,3.5,3.2,4
29,1933,high school,77926,3.7,3.4,4
31,2138,some college,69643,4,3.4,4
27,2057,master's degree,85472,3.9,3.7,3
32,2173,high school,49154,4,3.2,6
27,1884,associate's degree,75295,3.6,3.6,3
27,1845,high school,85172,3.2,3.5,8
32,2151,associate's degree,74560,4,3.8,5
32,2089,some college,61804,4,3.4,5
28,2001,some college,36699,3.8,3.1,7
34,2400,master's degree,105438,4,3.7,5
26,1836,some high school,22953,3.5,3,5
29,1892,high school,44309,3.6,3.4,7
29,2103,bachelor's degree,74131,3.9,3.2,7
29,2003,some college,42666,3.9,3.6,5
27,2018,high school,26157,3.8,3.4,4
27,1831,high school,60851,3.3,3.4,7
29,2012,high school,21405,3.9,3.3,5
27,1934,some high school,35399,3.7,3.2,5
26,1886,high school,58743,3.5,3.5,4
25,1685,some college,93025,3.1,3.3,4
30,2044,master's degree,115968,3.8,3.6,5
33,2175,associate's degree,70312,4,3.7,5
32,2142,bachelor's degree,85806,4,3.4,4
32,2166,associate's degree,75813,4,3.5,6
28,1982,some college,57303,3.6,2.9,5
27,1879,high school,56507,3.6,3.5,4
32,2210,bachelor's degree,57162,4,3.2,6
29,2096,some college,80694,4,3.7,3
29,1912,associate's degree,48606,3.6,3.4,6
33,2270,high school,43077,4,3.3,6
26,1936,bachelor's degree,108036,3.7,3.5,7
28,1883,high school,58477,3.6,3.2,5
33,2198,high school,61196,4,3.4,5
30,1995,associate's degree,59250,3.8,3.5,5
27,1915,some high school,53507,3.5,3.2,7
30,2142,bachelor's degree,100716,4,3.5,4
28,2068,some high school,35439,3.8,3.3,5
29,2002,some high school,48635,3.7,3.3,5
30,2044,associate's degree,93813,3.8,3.4,4
28,2024,associate's degree,95003,3.9,3.2,5
30,2131,bachelor's degree,102045,4,3.6,4
28,2020,associate's degree,84853,3.9,3.4,4
29,2053,some high school,42900,3.8,3.3,5
28,1935,high school,62569,3.6,3.5,4
28,1938,some high school,44211,3.7,3.5,6
30,2130,some college,84943,3.9,3.2,5
30,2086,some high school,36355,4,3.6,4
29,1999,associate's degree,83332,3.8,3.8,3
31,2116,some college,57283,4,3.4,4
30,2117,master's degree,46860,4,3.3,7
31,2142,high school,33276,4,3.2,8
28,2030,high school,85742,3.8,3.3,9
29,1960,some high school,65067,3.5,3.3,4
27,1832,some high school,38910,3.3,3,7
26,1869,high school,39191,3.4,3.4,5
29,2083,some college,59550,4,3.4,5
29,2130,master's degree,85240,3.9,3.5,5
25,1767,associate's degree,58631,3.3,3.4,3
28,1829,high school,49767,3.4,3.4,4
29,2060,associate's degree,81339,3.9,3.6,6
32,2114,some college,72104,4,3.8,3
25,1757,associate's degree,56060,3.2,3.1,4
31,2136,high school,42933,4,3.6,6
33,2233,master's degree,91820,4,3.7,4
33,2101,high school,77026,4,3.8,3
27,1955,high school,48846,3.6,3.3,5
30,2168,some college,62704,4,3.3,5
30,1993,some high school,43380,3.8,2.9,10
30,2171,associate's degree,88401,4,3.6,4
30,2082,some high school,44671,3.9,3,6
31,2110,associate's degree,59800,4,3.6,4
25,1919,some high school,46171,3.5,3.1,5
31,2022,some high school,39021,3.9,3,6
32,2126,some college,35907,4,3.3,5
33,2288,master's degree,101547,4,3.8,7
28,1929,some high school,63642,3.6,3.3,4
35,2290,associate's degree,97442,4,3.9,8
29,2070,some college,94158,3.9,3.4,5
29,1914,some high school,37370,3.7,3.2,5
31,2070,some college,67164,3.9,3.4,7
22,1674,some high school,64691,2.9,2.8,5
30,2213,master's degree,74404,4,3.7,3
27,1874,some college,49076,3.6,3.2,5
30,2104,associate's degree,65796,4,3.6,4
26,1917,some high school,9973,3.6,3,5
27,1901,some high school,70831,3.6,3.6,7
28,1880,some high school,45375,3.5,3.2,9
30,2059,master's degree,40000,4,3.5,6
24,1743,high school,65511,3.1,3.2,6
27,1967,some college,65907,3.7,3.5,3
30,2225,bachelor's degree,90367,4,3.9,3
27,1845,associate's degree,61791,3.4,3.5,3
32,2205,bachelor's degree,67660,4,3.2,5
28,1960,high school,71720,3.7,3.2,5
29,2102,bachelor's degree,94860,4,3.6,4
29,2047,some high school,40494,3.7,3.5,4
25,1775,associate's degree,74952,3.3,3.5,3
31,2095,associate's degree,72001,4,3.8,6
32,2242,some college,85329,4,3.7,5
28,2016,high school,67980,3.7,3.6,3
31,2179,master's degree,70738,4,3.9,3
27,2079,master's degree,90654,4,3.7,4
29,2051,some college,80954,4,3.4,5
33,2256,bachelor's degree,60130,4,3.5,4
28,2004,associate's degree,60548,3.9,3.4,4
26,1879,some college,53202,3.4,3.1,4
28,1945,bachelor's degree,59516,3.7,3.4,3
27,1960,bachelor's degree,114385,3.7,3.1,5
32,2209,bachelor's degree,82771,4,3.6,6
27,1962,associate's degree,91335,3.7,3.5,4
27,1832,some college,66837,3.5,3.5,3
27,1993,bachelor's degree,79686,3.8,3.3,4
28,2115,high school,43325,3.9,3.3,5
32,2119,some high school,80581,4,3.8,4
31,2208,associate's degree,83576,4,3.6,4
29,1968,some high school,54286,3.8,3.4,5
27,2032,bachelor's degree,82629,3.7,3.4,4
32,2236,master's degree,85757,4,3.7,6
27,1808,high school,30318,3.4,3.3,4
29,1969,bachelor's degree,105700,3.7,3.4,5
22,1668,high school,59231,2.9,2.9,9
25,1975,bachelor's degree,70030,3.6,3.2,4
29,1966,high school,32127,3.8,3.4,8
36,2390,master's degree,99718,4,3.9,6
24,1766,some high school,25666,3.4,3.1,5
29,2082,associate's degree,77255,4,3.5,4
25,1830,some high school,43910,3.4,3.5,4
34,2134,some high school,50623,4,3.7,6
30,2113,associate's degree,57508,3.9,3.6,3
27,1975,associate's degree,85047,3.5,3.4,4
32,2147,high school,50417,4,3.3,4
29,1943,high school,51801,3.9,3.2,5
26,1917,some college,54904,3.5,3.5,6
29,2094,associate's degree,94084,4,3.9,5
28,2030,some college,65810,3.9,3.3,5
25,1844,associate's degree,58278,3.3,3.1,4
25,1722,some high school,46272,3.1,2.8,6
31,2171,associate's degree,98594,4,3.6,4
30,1956,some college,69112,3.8,3.6,3
34,2266,some college,84240,4,3.5,5
27,1898,some college,58343,3.6,3.5,3
29,1893,some high school,51980,3.6,3.1,5
28,1980,some college,48012,3.7,2.7,7
30,2178,master's degree,78228,4,3.7,4
29,1939,some college,57873,3.7,3.3,4
32,2176,high school,28216,4,3.6,7
27,1903,some high school,76770,3.5,3.5,6
28,1900,some college,63911,3.5,3.2,4
25,1820,high school,59646,3.4,3.3,4
31,2112,some high school,51035,4,3.5,4
29,1985,some college,65378,3.8,3.1,5
30,2029,some high school,41734,3.9,3.2,5
25,1700,some high school,91215,3.3,3.4,7
33,2152,high school,59720,4,3.5,4
32,2172,master's degree,103063,4,3.6,4
26,1869,some college,71384,3.5,3.4,7
28,2057,some college,68192,4,3.7,3
30,2114,bachelor's degree,59634,4,3.4,5
33,2295,bachelor's degree,89232,4,3.9,7
24,1752,some high school,77004,3.3,2.9,6
28,2092,master's degree,78564,4,3.5,5
26,1927,bachelor's degree,88033,3.6,3.2,5
27,1978,some college,35696,3.6,3.1,5
29,2092,associate's degree,64817,3.9,3.6,3
26,1936,bachelor's degree,76008,3.7,3.3,4
28,2043,some college,60666,3.7,3.2,4
29,1958,associate's degree,77311,3.7,3.1,5
28,1898,high school,57432,3.5,3.6,5
31,2099,high school,65975,3.9,3.5,5
28,1839,some high school,47899,3.5,2.9,6
27,1834,some high school,56919,3.4,3.3,5
29,2037,some high school,49775,3.9,3.5,5
35,2294,bachelor's degree,85703,4,3.7,4
24,1835,some college,52794,3.4,3.1,4
25,1795,master's degree,105108,3.5,3.5,4
26,1929,high school,81751,3.5,3.4,4
27,1940,some high school,50266,3.5,3.1,5
28,1923,some college,79221,3.4,3.3,4
28,1965,high school,68576,3.7,3.2,5
31,1994,high school,43064,3.8,3.2,5
26,1798,some high school,58517,3.4,3.4,4
30,2110,some high school,35847,3.9,3.3,9
31,1900,some high school,58583,3.8,3.2,5
32,2179,some college,50462,4,3.5,5
29,2142,bachelor's degree,51620,4,3.1,5
29,2012,bachelor's degree,74950,3.9,3.6,3
33,2186,some college,64934,4,3.5,5
30,2182,master's degree,64314,4,3.5,8
30,2069,high school,38837,3.9,3.4,5
23,1732,some college,82361,3.2,3.4,4
28,1924,some college,82070,3.7,3.5,4
30,2056,some high school,71906,3.8,3.6,4
27,1847,high school,43420,3.3,3,6
32,2068,master's degree,97434,4,3.7,5
28,1946,bachelor's degree,69632,3.8,3.1,7
28,1877,high school,68962,3.4,3,5
33,2162,some high school,39789,4,3.1,6
32,2304,bachelor's degree,95986,4,3.6,5
28,1961,some college,62571,3.8,3.5,3
26,1928,associate's degree,86391,3.6,3.4,6
31,2131,bachelor's degree,45512,4,3.4,6
26,1787,associate's degree,91617,3.3,3.6,6
29,2051,high school,41904,3.9,3.4,5
29,2055,some high school,44530,3.8,3.2,6
28,2023,high school,53930,3.8,3.3,4
29,2068,associate's degree,67510,3.9,3.4,4
28,2085,bachelor's degree,104073,3.8,3.6,4
28,2117,bachelor's degree,64531,4,3.5,4
28,1851,some high school,55859,3.5,3.3,5
29,2060,master's degree,106281,4,3.7,4
30,2203,high school,69323,4,3.7,3
29,2081,master's degree,89819,3.9,3.3,5
24,1761,high school,31519,3.2,3.1,6
29,1963,some high school,57418,3.8,3.4,8
25,1678,some high school,39541,3.1,3.1,5
34,2090,high school,80191,4,3.8,6
34,2282,some college,35746,4,3.2,9
34,2135,associate's degree,73127,4,3.2,8
29,2098,associate's degree,67022,4,3.2,6
29,2066,bachelor's degree,83580,4,3.4,4
27,1889,high school,46168,3.4,3.3,5
31,2138,high school,73569,4,3.8,3
32,2206,high school,45621,4,3.4,5
26,1885,some high school,82978,3.3,3,8
24,1864,some college,66245,3.2,3.2,4
31,2151,bachelor's degree,80126,4,3.1,5
31,2027,some college,51328,4,3.2,7
28,2018,bachelor's degree,93011,3.8,3.7,5
32,2126,bachelor's degree,84184,4,3.5,4
28,2027,some high school,44529,3.8,3.1,6
23,1752,high school,41657,3.1,3.1,8
32,2162,some high school,64017,4,3.7,3
31,2095,some high school,60578,4,3.3,4
30,2077,associate's degree,65466,3.9,3.5,4
28,1986,associate's degree,76695,3.7,3.4,4
30,2030,some college,51180,3.9,3.2,4
31,2128,master's degree,97228,4,3.6,4
34,2261,high school,58665,4,3.8,3
32,2241,high school,68210,4,3.9,3
25,1740,associate's degree,62483,3.3,3.2,4
27,1823,some college,38812,3.4,3,5
27,1933,bachelor's degree,115566,3.5,3.8,5
29,2021,high school,37682,3.7,3,6
30,2052,some college,58606,4,3.5,4
31,2140,high school,50554,3.9,3.4,4
32,2092,associate's degree,59290,4,3.5,5
33,2076,high school,81678,4,3.9,3
30,2038,bachelor's degree,104406,3.8,3.5,5
29,2139,bachelor's degree,76401,4,3.5,5
30,2077,high school,45102,3.9,3.3,5
27,1945,some high school,59543,3.6,3.4,4
30,2134,bachelor's degree,113046,4,3.6,7
26,1855,high school,101295,3.3,3.3,8
30,2011,some college,47163,3.9,3.5,9
27,1952,some high school,52745,3.6,3.3,4
28,1935,bachelor's degree,86491,3.6,3.2,5
32,2171,some college,75338,4,3.4,4
32,2156,bachelor's degree,98233,4,3.7,4
30,2025,some high school,30312,3.9,3.6,4
27,1890,some high school,66805,3.4,3.2,4
25,1868,associate's degree,96123,3.3,3.2,5
31,2082,associate's degree,51610,4,3.1,5
28,1966,some high school,58173,3.7,3.3,4
32,2051,associate's degree,75076,4,3.6,4
28,1951,some college,79381,3.7,3.4,7
29,1988,some college,67248,3.8,3.4,4
28,1948,high school,66568,3.6,3.3,6
28,2068,some high school,44621,3.8,3.1,9
32,2258,associate's degree,82337,4,3.4,6
24,1787,some high school,27419,3.2,3,5
30,2043,high school,33499,3.9,3.6,4
27,1956,some college,61629,3.5,3.2,4
26,1954,some college,67642,3.6,3.6,3
27,1966,high school,64304,3.5,3.7,4
33,2331,master's degree,74522,4,3.6,7
31,2073,master's degree,103322,4,3.5,5
30,2082,some high school,67649,3.9,3.5,5
30,1911,high school,60317,3.6,3.4,4
31,2106,master's degree,89043,4,3.4,4
27,1971,some college,44668,3.7,3.2,5
29,2070,high school,57134,3.8,3.4,4
29,2002,some high school,59921,3.7,3,5
25,1772,high school,68459,3.1,3.3,4
28,1864,associate's degree,84257,3.6,3.5,4
27,1899,some high school,54500,3.5,3.3,4
28,2076,master's degree,104394,3.8,3.3,5
30,2014,associate's degree,83455,4,3.6,4
28,1881,high school,82966,3.5,3.5,5
32,2133,high school,69582,4,3.6,4
26,1835,high school,65108,3.3,3.2,5
28,2006,some high school,27236,3.7,3.3,6
32,2202,some high school,52390,4,3.3,5
27,1928,some high school,44835,3.5,3.2,5
26,1788,some high school,43070,3.3,3,5
25,1808,some college,55120,3.2,3.3,3
33,2207,master's degree,97929,4,3.5,8
33,2238,some college,58652,4,3.6,6
26,1872,some high school,47006,3.3,3.3,6
30,2080,some college,60587,4,3.1,5
30,2129,master's degree,113014,4,3.7,4
32,2270,some college,59168,4,3.5,4
27,1973,high school,34229,3.7,3.5,6
27,1927,some high school,66568,3.8,3.5,4
31,2077,bachelor's degree,68185,4,3.1,5
30,2034,associate's degree,68465,4,3.4,4
32,2134,some college,75588,4,3.8,3
30,1975,some college,81986,3.7,3.3,5
33,2237,high school,50343,4,3.8,4
24,1712,some college,80607,3.2,3.3,6
29,2210,bachelor's degree,82788,4,3.5,4
27,2013,some college,55159,3.8,3.4,5
24,1784,high school,66389,3.1,3.4,3
25,1752,some college,68029,3.2,3.2,7
30,2045,associate's degree,70913,3.9,3.7,3
29,1983,high school,58732,3.6,3.5,4
27,1914,some high school,69118,3.7,3.1,5
31,2111,master's degree,79252,4,3.6,5
30,2069,some high school,52192,3.9,3.2,6
29,2075,some college,57896,4,3.6,3
32,2182,bachelor's degree,71694,4,3.3,5
34,2236,master's degree,88438,4,3.7,6
26,1766,high school,53422,3.3,3.3,6
25,1871,some college,87313,3.4,3.2,5
27,1823,high school,62406,3.3,3.2,4
29,1978,some high school,48256,3.7,3.2,5
30,2002,some high school,41450,3.7,3.3,5
30,2057,some college,86146,3.8,3.8,5
29,2077,associate's degree,70028,3.9,3.4,4
25,1717,high school,66591,3.2,3.5,3
31,2020,some college,76505,4,3.8,4
32,2229,high school,63150,4,3.7,4
29,2079,associate's degree,81876,4,3.7,7
30,2103,master's degree,89496,4,3.7,7
30,2051,some college,60440,4,3.5,4
30,2056,associate's degree,93464,3.9,3.6,4
28,1819,high school,70772,3.3,3.6,3
31,2072,some college,52762,4,3.6,3
27,1778,associate's degree,62329,3.5,3.5,4
30,2092,associate's degree,80035,3.9,3.6,4
33,2174,some college,61334,4,3.6,5
29,2114,associate's degree,39668,4,3.5,4
29,2005,associate's degree,42771,3.9,3.2,5
32,2156,some high school,56966,4,3.4,6
29,1976,high school,50281,3.7,3,5
31,2158,some college,47809,4,3.3,9
30,2139,bachelor's degree,73874,4,3.5,6
