gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,associate's degree,free/reduced,completed,61,61,52
female,group B,associate's degree,free/reduced,none,61,79,71
male,group C,some college,standard,none,42,40,40
female,group D,associate's degree,standard,none,75,79,82
male,group A,associate's degree,free/reduced,completed,58,60,61
female,group D,bachelor's degree,standard,completed,53,58,61
female,group C,high school,standard,none,52,52,59
female,group D,bachelor's degree,free/reduced,none,77,98,99
female,group C,some high school,standard,none,74,85,82
female,group C,high school,free/reduced,none,50,64,60
female,group C,some college,standard,none,76,77,83
female,group B,associate's degree,free/reduced,none,68,69,64
female,group B,some college,standard,completed,50,67,65
male,group C,some high school,free/reduced,none,54,54,51
male,group C,associate's degree,free/reduced,none,60,59,57
male,group C,some college,standard,none,74,57,62
male,group D,some high school,standard,none,55,51,47
female,group D,some high school,standard,none,77,78,79
female,group B,bachelor's degree,standard,none,68,78,80
male,group C,some college,standard,completed,76,85,80
male,group C,some college,free/reduced,none,54,49,44
male,group C,associate's degree,free/reduced,completed,57,49,51
female,group E,high school,free/reduced,completed,80,81,80
male,group B,some college,free/reduced,completed,69,72,64
male,group A,some college,free/reduced,none,45,45,40
female,group E,master's degree,standard,completed,94,93,100
female,group C,associate's degree,free/reduced,completed,42,55,59
female,group C,high school,standard,none,50,62,59
female,group B,some high school,standard,none,46,61,52
female,group E,some high school,standard,none,62,79,74
male,group B,associate's degree,standard,completed,93,77,77
female,group B,associate's degree,standard,none,77,86,81
female,group E,some college,standard,none,92,96,92
female,group E,associate's degree,standard,none,72,76,68
male,group C,some college,standard,completed,100,96,93
male,group C,some high school,standard,completed,85,87,89
male,group E,some college,free/reduced,none,51,55,47
male,group E,associate's degree,free/reduced,none,70,69,65
male,group C,associate's degree,free/reduced,completed,47,54,52
male,group B,high school,free/reduced,completed,62,68,62
male,group E,some high school,standard,completed,100,89,92
female,group E,high school,standard,none,44,62,62
male,group A,master's degree,standard,completed,91,79,80
female,group B,master's degree,free/reduced,completed,64,83,81
male,group D,associate's degree,standard,none,64,73,67
female,group C,master's degree,standard,completed,95,100,100
male,group D,some high school,standard,completed,85,89,84
female,group E,some college,free/reduced,none,84,93,87
female,group C,high school,standard,none,47,63,56
male,group D,high school,standard,none,91,86,82
female,group B,some college,free/reduced,none,64,66,62
female,group A,bachelor's degree,standard,completed,65,86,85
male,group C,master's degree,standard,none,76,77,74
male,group A,master's degree,free/reduced,none,56,59,59
female,group B,some college,standard,none,42,42,47
female,group D,some college,standard,completed,86,91,91
female,group D,high school,standard,completed,50,53,54
female,group D,master's degree,free/reduced,completed,66,77,88
male,group D,some college,free/reduced,none,66,68,64
female,group A,some high school,standard,completed,70,79,74
female,group E,associate's degree,free/reduced,completed,89,90,94
male,group C,some high school,free/reduced,completed,72,74,68
female,group B,some high school,standard,none,67,78,73
male,group B,associate's degree,standard,none,98,86,82
male,group D,associate's degree,free/reduced,none,43,49,53
female,group B,some college,standard,completed,61,71,68
male,group D,some college,free/reduced,none,34,31,31
male,group C,some college,standard,none,84,79,75
female,group C,associate's degree,standard,completed,73,94,97
male,group C,high school,standard,none,60,55,56
female,group E,some college,free/reduced,completed,79,91,95
male,group B,high school,standard,none,71,65,67
male,group B,associate's degree,standard,none,78,81,76
female,group D,some high school,free/reduced,none,36,44,39
male,group A,bachelor's degree,standard,none,90,86,80
male,group E,some college,standard,none,81,66,67
male,group B,master's degree,standard,none,77,72,73
female,group A,some high school,free/reduced,none,45,56,54
female,group D,bachelor's degree,standard,none,70,72,79
female,group C,some high school,standard,completed,70,77,79
male,group C,bachelor's degree,free/reduced,completed,61,68,71
female,group D,some high school,free/reduced,completed,55,65,62
male,group A,some college,free/reduced,none,62,59,54
female,group D,associate's degree,free/reduced,none,41,56,58
female,group D,master's degree,free/reduced,completed,63,81,85
female,group E,some high school,standard,none,65,67,67
female,group D,high school,standard,none,92,91,89
male,group C,high school,free/reduced,none,77,73,68
female,group E,associate's degree,standard,none,81,89,88
male,group B,bachelor's degree,free/reduced,completed,60,55,58
male,group D,some college,standard,none,70,60,63
female,group D,master's degree,free/reduced,completed,65,71,77
male,group D,bachelor's degree,standard,none,83,64,72
female,group C,bachelor's degree,free/reduced,completed,73,93,87
female,group E,high school,standard,completed,60,54,58
male,group B,some college,standard,none,95,88,89
male,group C,associate's degree,standard,none,67,68,63
female,group D,some college,standard,completed,64,80,83
male,group C,high school,standard,none,76,66,66
male,group C,associate's degree,standard,completed,78,76,65
male,group E,associate's degree,standard,completed,82,77,80
male,group C,some college,standard,none,88,80,84
male,group B,master's degree,free/reduced,none,54,53,59
female,group D,some high school,free/reduced,none,75,75,78
female,group A,some college,standard,completed,73,84,88
male,group C,associate's degree,free/reduced,none,63,68,58
male,group D,high school,free/reduced,completed,70,73,71
male,group D,bachelor's degree,standard,none,76,79,72
female,group C,some college,standard,none,77,81,81
male,group B,bachelor's degree,free/reduced,none,67,65,64
male,group D,some college,standard,none,65,61,59
male,group B,bachelor's degree,standard,completed,90,94,92
female,group B,high school,free/reduced,none,73,83,81
female,group C,associate's degree,standard,completed,90,100,100
female,group C,some high school,standard,completed,63,73,75
female,group C,some college,standard,none,53,68,64
male,group C,master's degree,free/reduced,none,91,81,83
female,group E,master's degree,standard,completed,80,89,93
female,group C,bachelor's degree,standard,none,72,78,76
male,group C,bachelor's degree,standard,completed,78,70,73
female,group C,some high school,standard,none,53,61,60
male,group C,high school,free/reduced,completed,67,74,69
male,group A,associate's degree,standard,completed,76,79,76
female,group A,some high school,free/reduced,none,49,66,60
female,group D,bachelor's degree,standard,completed,95,99,100
female,group B,master's degree,free/reduced,none,68,74,77
female,group D,high school,standard,none,46,62,60
female,group A,high school,standard,none,79,87,85
female,group C,some high school,standard,none,64,68,71
female,group D,high school,free/reduced,completed,52,64,62
male,group B,some high school,standard,completed,80,64,63
female,group C,high school,standard,completed,73,79,79
female,group E,master's degree,standard,completed,87,83,87
male,group C,some high school,standard,none,72,63,65
male,group B,some high school,free/reduced,none,68,66,58
male,group C,high school,standard,none,72,60,54
female,group D,associate's degree,standard,completed,99,100,100
male,group C,associate's degree,free/reduced,completed,74,65,66
female,group C,associate's degree,free/reduced,none,45,55,52
female,group D,some college,standard,none,59,62,65
female,group C,some college,standard,none,57,67,72
female,group A,high school,free/reduced,completed,69,84,75
male,group B,high school,standard,none,79,73,67
male,group B,some college,standard,none,93,90,85
female,group C,high school,standard,completed,78,79,88
female,group D,high school,free/reduced,none,44,47,51
female,group D,some high school,standard,none,65,75,81
male,group C,high school,standard,completed,61,57,54
male,group D,high school,free/reduced,none,61,63,60
female,group C,some high school,free/reduced,none,47,56,48
female,group D,master's degree,standard,completed,73,68,79
female,group C,some college,free/reduced,none,37,50,51
female,group D,some college,standard,none,61,62,63
female,group C,some high school,standard,none,58,63,64
male,group C,associate's degree,standard,none,89,77,75
female,group B,high school,standard,none,54,54,60
female,group D,high school,standard,none,64,73,74
